id1,id2,friendedOn
19,715,2010-04-27
22,622,2015-09-16
30,376,2013-08-16
31,345,2009-02-13
34,252,2014-07-31
24,562,2012-04-11
39,98,2015-03-03
22,626,2014-07-03
33,285,2015-09-21
25,533,2013-11-03
38,131,2012-12-26
20,689,2012-09-12
18,751,2014-12-29
25,535,2014-11-01
23,597,2012-12-28
20,691,2015-11-30
23,598,2014-05-29
21,660,2011-05-26
14,879,2015-08-28
21,664,2014-09-07
24,571,2006-11-12
40,75,2014-07-27
39,107,2013-06-25
13,913,2015-10-08
23,603,2013-11-29
24,572,2005-07-06
15,851,2013-04-30
29,418,2014-03-26
41,47,2015-08-20
11,978,2015-01-29
39,111,2009-05-04
37,173,2010-09-14
24,577,2013-07-27
20,702,2012-02-13
37,176,2012-01-16
39,114,2010-07-14
24,580,2015-08-21
19,736,2015-07-20
42,23,2011-09-19
25,550,2009-06-21
29,426,2012-07-07
13,922,2015-12-17
18,767,2015-03-21
17,799,2014-04-15
35,242,2015-12-31
28,459,2014-06-24
39,118,2015-06-20
14,895,2013-08-25
26,524,2014-12-27
41,59,2014-10-31
42,28,2014-12-26
42,29,2012-04-14
23,618,2015-12-22
15,866,2014-07-16
17,804,2009-07-09
41,61,2015-01-28
20,713,2006-02-01
20,714,2008-09-23
22,652,2014-07-01
32,343,2014-12-21
23,623,2015-04-28
22,654,2014-10-05
12,964,2015-12-11
40,96,2014-08-23
13,934,2015-05-31
39,128,2013-10-29
22,655,2013-02-10
22,657,2013-08-05
27,502,2015-04-08
33,316,2014-06-03
11,998,2009-05-11
40,100,2015-07-15
29,441,2015-07-03
31,379,2011-12-04
32,348,2015-10-15
21,690,2015-05-11
32,349,2010-06-28
28,473,2015-11-13
41,70,2014-03-24
37,195,2014-05-25
42,40,2015-06-02
43,10,2014-09-20
35,258,2015-09-06
18,786,2015-02-04
32,353,2015-11-29
14,911,2012-10-16
13,943,2015-10-31
30,417,2013-11-06
22,666,2013-03-28
31,388,2015-01-01
26,544,2007-10-11
40,110,2014-10-29
30,421,2014-07-15
27,516,2014-06-06
36,237,2004-12-25
24,609,2015-10-03
36,238,2015-01-17
13,952,2015-11-24
41,84,2014-08-20
33,332,2014-02-17
22,675,2013-02-12
34,303,2014-06-06
25,584,2008-08-15
37,213,2015-04-15
26,554,2008-12-20
20,740,2011-07-15
13,958,2015-07-04
17,834,2013-10-17
30,431,2013-12-29
41,90,2015-03-11
39,155,2014-06-12
13,961,2015-08-22
28,497,2014-09-29
29,466,2015-05-16
29,468,2008-12-04
22,686,2013-12-24
29,470,2009-12-15
20,749,2012-05-17
39,161,2013-10-24
44,6,2012-08-24
24,626,2007-01-11
40,131,2015-11-27
20,753,2014-10-07
35,288,2015-06-27
22,691,2014-01-03
41,102,2015-03-28
32,383,2006-06-04
27,540,2009-03-21
44,13,2015-08-22
35,293,2008-12-27
34,324,2015-07-26
20,759,2011-09-02
35,294,2015-03-21
32,387,2007-09-19
18,822,2015-07-17
37,233,2014-03-19
27,544,2011-08-25
29,482,2014-05-20
35,296,2014-12-05
18,826,2014-08-01
38,206,2014-09-20
32,393,2013-04-24
31,424,2015-05-18
20,766,2015-01-01
29,488,2012-11-02
42,85,2014-10-01
21,736,2015-07-20
18,830,2014-11-16
16,893,2008-09-01
30,460,2015-04-23
37,245,2015-12-08
18,834,2015-05-25
39,183,2012-11-12
14,958,2014-09-01
22,711,2015-07-18
40,154,2015-11-27
35,309,2009-08-25
31,434,2010-06-10
45,1,2013-08-17
41,126,2014-02-27
39,189,2015-09-27
18,840,2015-10-17
23,686,2011-06-15
24,656,2011-03-15
29,501,2011-03-30
28,533,2014-07-07
18,844,2014-08-30
32,410,2015-01-11
43,69,2015-10-08
33,379,2014-05-08
21,752,2012-04-13
33,380,2014-12-09
45,9,2013-09-18
45,10,2012-07-30
18,848,2014-06-30
43,74,2015-02-19
29,508,2013-01-29
33,384,2014-11-26
33,385,2012-05-07
23,697,2015-09-10
25,636,2013-05-01
37,264,2015-10-22
40,172,2015-09-30
45,18,2014-10-24
21,762,2010-04-17
31,453,2006-11-24
17,887,2013-08-30
33,392,2014-12-05
27,578,2009-03-12
18,858,2014-10-21
38,238,2015-11-19
39,209,2014-08-24
38,242,2014-12-13
33,397,2015-04-15
20,801,2014-04-28
34,369,2015-08-19
37,277,2015-11-08
39,215,2015-10-24
30,495,2014-10-13
40,186,2014-06-25
43,94,2015-12-20
17,900,2008-02-20
40,189,2014-10-05
18,871,2014-12-25
38,251,2014-05-19
43,97,2015-10-24
20,810,2010-04-16
40,191,2015-04-04
28,563,2015-12-26
27,595,2008-02-14
45,38,2015-04-07
29,534,2015-10-01
27,596,2004-05-08
15,968,2015-11-14
37,287,2011-03-28
46,9,2015-12-10
32,444,2014-06-30
29,538,2013-05-31
30,508,2011-06-05
39,231,2012-11-19
16,944,2014-03-21
41,169,2015-10-16
20,821,2015-04-28
40,202,2014-08-11
24,699,2015-10-05
41,172,2015-11-27
26,638,2014-11-26
46,19,2015-06-13
25,671,2015-05-17
30,516,2015-03-16
28,579,2013-08-23
32,456,2012-12-28
34,396,2014-12-08
20,830,2014-01-01
44,86,2014-12-04
41,180,2014-04-05
35,367,2003-10-28
43,119,2015-08-27
21,803,2010-09-18
45,59,2015-01-20
35,371,2006-10-03
18,899,2014-09-01
37,311,2012-04-02
44,95,2013-01-03
45,64,2015-12-06
41,189,2015-03-01
34,406,2012-10-19
20,841,2013-02-09
42,160,2011-10-25
44,99,2014-10-11
26,658,2013-08-25
37,317,2015-03-27
45,69,2015-03-23
25,691,2014-08-05
27,630,2009-10-23
31,506,2015-02-11
29,569,2015-06-03
33,445,2014-11-08
17,942,2011-03-15
18,911,2015-04-16
33,447,2015-03-27
40,230,2014-07-07
16,974,2012-05-03
23,758,2014-08-05
17,945,2013-10-22
41,201,2015-09-28
42,170,2015-10-17
47,16,2012-07-24
34,419,2015-12-19
31,512,2009-10-15
21,823,2010-05-16
32,482,2015-11-10
29,576,2014-02-02
45,80,2015-06-28
33,454,2015-06-12
17,950,2015-05-09
44,113,2014-09-02
38,301,2015-02-15
30,549,2015-08-04
34,428,2013-07-27
44,121,2015-01-24
35,400,2013-02-01
20,865,2009-04-06
38,309,2012-01-06
37,340,2015-06-13
37,342,2014-09-23
44,125,2011-05-27
18,932,2015-09-15
26,684,2012-03-21
43,157,2015-12-07
44,127,2010-03-06
32,499,2013-09-19
21,840,2014-02-04
34,437,2013-08-10
28,623,2013-03-13
38,314,2015-09-06
19,903,2012-09-30
33,469,2011-02-10
22,811,2015-01-20
29,595,2013-08-10
20,875,2015-03-13
46,69,2015-07-29
31,535,2010-03-06
47,41,2015-08-20
29,600,2013-06-24
44,135,2005-12-12
31,539,2012-05-28
46,74,2014-10-12
27,664,2014-08-31
39,295,2015-05-23
21,853,2012-11-02
26,698,2009-08-05
42,202,2009-12-31
25,729,2014-06-27
35,419,2011-07-20
22,823,2013-05-28
18,948,2015-06-04
44,142,2005-08-07
22,824,2012-11-30
19,918,2011-11-17
27,670,2015-09-18
30,578,2010-06-06
30,579,2012-09-23
44,145,2015-06-05
28,641,2014-07-22
17,984,2014-10-26
38,333,2014-02-24
20,891,2008-06-19
23,799,2012-04-19
39,304,2009-11-07
19,925,2015-04-14
44,150,2005-08-24
35,430,2015-07-02
41,245,2015-09-23
23,804,2011-06-25
46,93,2015-03-06
47,63,2014-01-22
20,901,2015-05-31
49,3,2015-02-15
17,995,2013-11-20
18,965,2014-04-28
28,655,2015-10-19
32,532,2012-11-10
49,5,2014-12-10
49,6,2015-07-01
20,906,2015-12-05
48,38,2012-02-09
21,875,2014-10-02
19,938,2008-12-28
49,9,2011-08-30
28,660,2009-11-14
21,878,2004-05-18
19,941,2014-12-28
30,600,2012-06-22
46,105,2015-06-04
29,632,2012-09-17
49,13,2015-08-12
27,696,2013-03-10
42,231,2012-05-09
31,573,2015-11-30
41,264,2015-08-24
26,729,2015-09-26
27,698,2009-10-25
20,916,2003-02-07
43,203,2014-11-10
23,824,2014-11-12
28,669,2015-12-27
21,887,2008-02-16
39,329,2012-05-01
28,670,2015-09-27
32,547,2008-01-26
44,175,2015-11-21
26,733,2014-01-01
42,238,2015-04-08
49,23,2011-11-02
38,364,2013-03-11
18,984,2015-11-01
30,613,2015-01-11
23,830,2015-09-12
44,180,2013-02-25
21,893,2009-04-23
25,770,2014-09-02
18,987,2014-08-24
47,91,2015-09-29
40,308,2013-12-08
44,185,2015-12-11
24,805,2014-12-14
34,495,2014-04-30
40,310,2014-04-11
42,248,2009-02-15
38,373,2014-02-25
34,497,2014-11-30
43,220,2015-01-05
38,375,2014-01-31
49,35,2015-03-11
18,996,2015-05-29
22,873,2013-02-07
42,253,2015-05-06
29,656,2013-06-25
20,935,2014-02-19
47,98,2015-11-14
21,905,2006-03-05
38,378,2014-12-26
23,843,2006-04-07
45,161,2014-02-19
47,99,2015-11-20
38,379,2012-09-15
19,968,2015-12-17
39,349,2015-07-23
42,256,2011-09-23
30,629,2015-12-27
46,133,2015-03-18
23,846,2015-11-17
36,444,2013-02-20
37,414,2012-01-08
46,135,2015-03-22
33,539,2012-06-11
43,229,2015-12-01
21,912,2015-10-09
46,138,2015-01-29
34,511,2013-02-04
23,852,2015-12-21
26,760,2015-11-09
34,512,2011-04-18
39,358,2014-07-26
40,329,2015-08-23
49,51,2015-07-05
50,20,2015-05-02
50,21,2015-07-12
30,642,2011-11-02
38,395,2014-10-14
43,240,2015-10-02
29,674,2012-09-12
34,519,2012-12-30
39,367,2012-05-24
24,832,2010-12-14
47,120,2015-11-06
27,740,2012-07-12
29,678,2014-12-18
34,524,2013-09-03
30,649,2011-01-25
44,215,2014-12-25
27,742,2012-09-22
37,433,2015-05-30
30,650,2011-08-01
27,744,2015-12-21
43,249,2015-06-19
32,591,2008-10-15
41,312,2015-03-31
47,128,2015-09-19
22,904,2014-07-27
44,222,2015-11-06
36,470,2015-10-30
31,625,2013-09-03
41,316,2015-02-07
30,658,2014-11-12
25,815,2012-04-30
23,877,2015-03-23
49,72,2015-09-03
33,569,2015-08-18
35,507,2008-10-06
22,911,2013-12-29
23,880,2015-09-11
36,477,2015-07-28
43,260,2015-02-03
29,695,2013-04-14
43,262,2014-09-01
27,758,2012-10-14
38,418,2014-07-20
26,790,2009-06-19
44,232,2014-10-07
44,233,2014-08-15
31,637,2011-09-14
44,235,2015-03-17
36,484,2013-10-07
29,702,2013-09-09
33,578,2013-04-08
46,176,2015-06-15
32,611,2009-05-02
22,922,2012-10-09
44,241,2011-02-29
48,117,2010-11-30
51,24,2015-06-26
29,706,2015-04-26
34,552,2012-06-15
32,614,2009-03-23
21,955,2015-07-23
43,274,2015-05-03
40,368,2015-09-17
33,585,2014-07-08
37,462,2013-11-07
33,586,2010-11-10
24,865,2012-10-13
20,990,2014-07-27
39,402,2011-06-17
44,247,2015-06-04
36,495,2009-12-05
31,651,2012-02-16
29,713,2010-03-30
30,682,2014-01-07
39,403,2010-07-02
29,714,2011-08-24
28,745,2015-08-19
23,901,2013-12-30
51,33,2015-10-25
39,407,2014-04-25
45,221,2015-07-09
41,345,2015-04-13
31,656,2012-11-28
47,160,2015-01-21
25,842,2013-12-15
51,36,2015-10-27
37,471,2009-03-24
45,223,2014-07-31
52,7,2015-07-11
47,164,2015-09-01
44,258,2015-08-14
43,290,2015-10-08
36,508,2011-07-28
22,942,2014-05-10
26,818,2011-01-25
34,571,2014-05-31
24,882,2014-12-09
35,543,2009-08-16
21,978,2014-09-20
50,79,2015-08-29
51,49,2015-07-05
48,142,2005-11-12
23,917,2014-06-15
21,979,2014-10-13
40,392,2015-10-06
32,641,2015-09-19
35,548,2007-05-06
45,238,2015-05-17
33,610,2011-11-18
29,736,2015-06-03
30,705,2010-12-29
24,892,2010-03-06
47,180,2011-08-06
24,893,2008-02-03
39,429,2014-06-24
52,26,2015-12-11
23,926,2014-04-15
40,399,2015-11-29
36,525,2012-08-28
45,247,2015-07-19
37,495,2012-02-10
49,124,2012-03-11
46,218,2014-12-08
25,869,2009-12-18
45,250,2013-10-10
44,282,2014-08-25
47,189,2011-06-10
29,747,2014-08-22
51,65,2015-11-08
21,996,2008-02-09
36,531,2015-12-12
30,717,2012-08-26
50,98,2015-05-23
51,67,2015-11-27
48,160,2006-08-02
49,130,2012-11-21
37,502,2015-08-13
29,753,2014-10-11
47,195,2012-12-22
50,102,2015-11-20
45,258,2015-06-16
34,599,2013-10-07
31,693,2006-12-19
40,415,2014-12-21
28,787,2009-10-19
53,13,2015-11-29
28,788,2015-10-02
44,293,2005-05-15
32,665,2015-09-22
44,295,2014-12-14
53,16,2010-02-26
37,514,2012-03-12
48,173,2004-02-26
38,483,2013-02-24
38,484,2011-01-22
44,298,2012-12-13
34,608,2015-09-25
40,422,2014-06-09
47,205,2010-09-08
47,206,2014-04-23
49,147,2014-07-12
26,860,2011-09-28
32,675,2013-03-24
35,582,2010-01-14
25,893,2013-08-30
24,924,2015-11-27
23,955,2014-07-11
43,335,2015-03-06
22,987,2013-09-05
37,522,2009-03-20
30,739,2014-04-05
49,151,2015-08-15
52,58,2015-11-22
22,988,2015-12-29
47,215,2015-01-11
48,184,2013-12-29
33,649,2011-10-28
46,246,2015-03-14
53,30,2012-08-09
29,776,2015-10-18
27,838,2014-10-30
30,746,2010-10-23
47,220,2012-06-18
47,221,2015-06-01
23,965,2014-06-25
41,407,2014-07-17
34,625,2014-04-20
48,191,2014-11-13
32,688,2009-03-11
45,285,2014-05-31
40,441,2014-10-03
37,534,2015-03-13
30,752,2011-01-17
48,194,2013-08-12
50,132,2015-07-14
31,721,2015-12-31
49,164,2015-12-11
50,133,2015-05-30
51,102,2015-07-04
31,723,2011-07-03
38,507,2014-04-07
29,786,2015-09-07
34,632,2014-04-04
26,881,2015-10-27
29,788,2015-09-18
34,633,2014-02-14
23,975,2013-09-13
27,851,2013-01-28
25,913,2012-07-23
44,325,2015-04-05
36,574,2015-11-01
39,481,2009-03-04
43,357,2014-11-10
42,389,2012-09-04
29,792,2015-11-01
50,141,2015-06-10
43,359,2015-08-27
26,887,2013-11-08
52,81,2015-09-05
35,609,2015-11-16
41,423,2015-01-04
42,392,2013-02-14
45,300,2015-10-11
45,301,2014-11-26
39,487,2014-02-15
51,116,2015-12-15
37,550,2014-05-30
34,647,2011-08-07
40,461,2015-02-04
38,523,2013-05-17
28,834,2014-09-04
39,494,2015-07-05
53,60,2014-08-17
41,433,2014-09-22
51,123,2015-07-30
27,867,2014-11-01
31,745,2015-12-20
43,373,2015-03-29
33,683,2012-03-30
50,158,2015-04-12
39,501,2013-10-16
43,378,2014-09-30
50,163,2015-11-05
27,876,2014-06-18
31,752,2012-09-25
38,535,2013-05-28
34,659,2015-09-19
39,507,2013-03-27
35,631,2003-01-18
32,724,2014-10-06
48,228,2014-04-18
27,880,2015-01-17
37,570,2011-11-10
29,818,2010-04-16
50,167,2015-06-16
38,540,2015-09-18
27,881,2015-04-17
26,913,2012-07-30
33,697,2011-12-07
34,666,2013-01-21
52,109,2015-12-24
44,358,2015-11-02
50,172,2015-05-10
50,174,2015-04-04
34,671,2014-12-14
26,919,2013-02-11
40,486,2015-06-21
46,300,2015-04-24
40,487,2014-09-02
26,921,2015-10-30
35,643,2015-05-30
39,520,2013-02-17
43,396,2015-03-31
52,117,2015-12-23
27,894,2015-11-23
49,213,2011-08-10
26,926,2012-04-28
27,895,2007-02-13
44,370,2012-08-18
33,711,2015-06-21
50,186,2015-10-03
44,373,2014-09-29
48,250,2012-01-27
54,64,2015-09-20
54,65,2014-09-10
24,995,2013-11-24
55,34,2015-07-23
28,871,2014-08-22
27,903,2010-03-15
52,128,2015-10-05
44,376,2015-06-04
33,720,2015-01-18
30,814,2015-12-31
45,350,2015-10-09
29,846,2015-12-10
54,71,2012-04-20
30,816,2014-04-10
48,259,2015-11-22
30,817,2012-12-16
34,695,2015-10-17
48,261,2007-03-26
33,728,2015-08-18
49,232,2014-12-04
25,976,2015-10-17
34,697,2014-09-23
56,15,2007-12-07
41,481,2014-05-03
38,575,2014-05-19
42,451,2015-08-21
37,607,2010-07-14
34,700,2014-08-14
32,762,2014-04-08
31,793,2015-12-02
53,112,2015-02-18
27,918,2011-09-30
34,701,2014-01-14
45,361,2010-04-07
33,733,2011-04-25
36,640,2012-05-03
42,455,2010-04-11
50,207,2015-12-18
38,580,2013-03-18
54,85,2010-06-22
45,364,2012-04-29
41,489,2015-11-26
52,150,2015-09-25
44,398,2006-02-23
45,368,2015-12-14
39,554,2012-05-24
49,244,2015-02-02
41,493,2015-06-02
44,400,2015-12-11
31,805,2015-03-30
31,806,2011-03-01
56,31,2012-07-31
51,186,2015-12-13
55,63,2014-11-09
48,280,2015-11-16
57,1,2013-11-25
52,156,2015-06-08
40,529,2014-01-03
32,778,2013-08-27
50,220,2015-07-11
55,66,2005-02-23
40,531,2014-10-26
42,470,2009-01-09
57,5,2005-10-13
33,750,2012-03-07
30,843,2014-01-06
53,131,2013-05-14
41,504,2015-08-02
50,226,2015-03-24
37,629,2013-06-13
43,444,2015-05-27
31,817,2013-08-06
27,941,2013-05-09
30,849,2015-08-31
55,74,2014-08-01
47,325,2015-10-09
28,915,2011-06-11
57,16,2009-07-26
29,885,2015-05-20
30,856,2013-05-20
53,143,2012-09-12
51,205,2015-05-16
45,393,2011-01-09
52,176,2015-07-20
44,425,2010-01-17
52,177,2015-10-23
45,395,2015-03-24
34,736,2015-03-26
27,953,2003-01-21
39,582,2010-05-03
35,706,2011-10-10
35,707,2009-09-20
32,801,2014-09-25
35,710,2015-11-17
52,183,2015-08-24
27,958,2009-10-13
51,215,2015-09-29
50,247,2015-10-15
41,528,2014-05-05
39,590,2015-11-21
38,622,2012-08-22
53,157,2014-12-27
56,65,2015-09-04
41,530,2015-04-22
40,562,2014-04-09
32,810,2014-02-19
55,98,2015-11-05
52,191,2015-12-21
47,346,2010-10-13
45,409,2012-05-14
55,100,2015-03-05
30,875,2012-07-31
26,1000,2015-04-14
48,318,2012-10-05
28,939,2015-08-23
45,413,2013-02-29
55,104,2014-10-21
30,879,2014-07-08
53,166,2010-11-20
35,725,2012-08-04
54,137,2012-03-30
38,635,2011-08-18
34,759,2015-05-30
52,202,2015-08-20
45,420,2012-07-01
31,854,2010-07-17
44,452,2014-12-05
29,918,2015-03-15
38,639,2012-07-29
55,113,2014-01-15
48,332,2012-10-29
58,22,2014-08-27
56,84,2013-07-30
54,148,2015-05-31
55,117,2005-06-16
45,427,2011-09-17
45,428,2013-04-28
29,924,2015-07-12
29,925,2010-04-02
54,150,2014-03-13
40,585,2014-11-05
55,120,2015-12-04
49,306,2015-10-18
43,494,2014-12-15
40,589,2015-12-14
30,901,2014-05-25
46,405,2014-07-05
38,655,2013-12-08
58,36,2010-05-30
29,935,2013-11-21
41,564,2014-05-06
31,874,2008-01-31
57,68,2013-07-05
29,937,2015-05-15
49,318,2014-08-18
35,752,2014-02-04
35,753,2013-03-06
47,381,2014-06-20
57,71,2012-02-06
37,691,2014-04-07
49,322,2015-11-09
34,788,2015-08-04
43,510,2015-07-04
38,667,2011-02-21
30,915,2012-06-08
57,78,2015-09-20
40,606,2015-01-05
38,670,2015-08-30
38,671,2014-01-25
29,950,2015-10-15
59,20,2012-11-20
50,300,2015-08-31
58,52,2015-11-22
41,579,2015-07-28
49,331,2012-06-02
30,921,2015-11-08
43,518,2015-11-26
40,611,2015-07-04
55,147,2015-03-26
42,550,2011-12-21
31,893,2009-08-20
37,707,2011-01-06
44,490,2010-10-26
34,802,2011-12-10
28,988,2015-12-29
48,369,2015-10-31
46,432,2014-06-25
34,804,2015-03-08
39,649,2013-11-14
33,837,2015-12-17
48,373,2007-06-02
47,404,2012-05-24
59,32,2003-12-01
43,530,2015-02-11
54,189,2012-04-25
39,654,2007-08-07
32,872,2015-02-05
58,66,2008-09-17
39,655,2013-04-23
47,407,2015-02-22
45,469,2013-06-07
53,222,2015-12-17
48,378,2005-05-20
42,564,2009-11-12
52,254,2015-07-03
41,596,2015-04-07
46,441,2015-08-20
30,938,2012-09-04
59,40,2015-04-17
38,691,2014-01-23
44,506,2014-03-24
29,971,2015-10-22
59,41,2014-10-31
40,630,2015-03-21
55,166,2005-03-06
50,321,2015-12-02
44,509,2013-11-21
51,293,2015-06-16
29,975,2009-04-07
59,45,2015-01-20
30,945,2014-03-09
49,356,2013-01-06
44,512,2013-07-05
54,202,2015-03-20
40,636,2013-10-23
37,729,2015-03-16
42,574,2014-10-21
52,264,2015-09-30
58,79,2013-09-04
56,142,2008-07-09
54,206,2014-09-29
42,579,2013-01-04
56,146,2015-09-25
44,519,2008-04-16
30,954,2012-03-01
31,923,2013-03-09
35,799,2012-06-06
30,955,2012-11-01
31,924,2015-07-26
57,118,2015-07-01
45,491,2013-08-03
60,26,2010-02-11
54,213,2008-01-08
29,988,2015-12-28
33,864,2015-03-24
58,89,2014-03-05
52,277,2015-07-31
51,308,2015-10-23
56,153,2012-02-29
35,805,2015-02-06
39,682,2014-08-31
32,900,2004-03-18
49,373,2014-09-16
44,529,2011-05-21
50,343,2015-07-28
36,777,2015-10-10
32,901,2015-06-05
41,625,2015-02-27
54,223,2014-04-16
35,812,2012-05-27
46,471,2015-02-24
36,781,2015-11-25
58,99,2015-12-13
38,721,2015-10-05
51,318,2015-11-01
57,132,2015-07-09
32,907,2014-06-02
54,225,2015-11-12
41,629,2014-10-04
55,196,2011-07-26
45,507,2011-01-03
45,508,2012-07-02
53,260,2015-06-03
59,75,2015-07-04
45,509,2012-12-05
57,137,2014-03-01
44,541,2015-11-18
43,572,2015-03-09
58,108,2012-01-23
32,917,2013-11-08
45,514,2012-05-22
36,794,2015-03-15
55,205,2014-07-26
42,610,2015-02-20
36,797,2011-08-05
60,53,2014-08-17
39,705,2013-08-04
53,271,2013-04-06
30,984,2012-11-10
52,303,2015-06-17
55,210,2014-11-09
50,365,2015-05-04
41,645,2015-05-21
35,831,2015-06-02
37,770,2014-11-18
30,988,2015-12-31
44,555,2005-01-05
30,989,2014-01-30
32,927,2013-01-09
49,401,2015-10-18
35,835,2005-09-26
60,61,2014-05-15
56,185,2008-01-27
32,930,2014-05-22
50,374,2015-08-29
40,684,2015-03-13
54,252,2015-09-14
48,439,2015-12-24
61,38,2014-02-05
48,441,2014-05-11
34,875,2014-04-01
60,70,2013-07-22
51,350,2015-11-15
42,630,2014-11-06
61,41,2015-01-28
41,664,2015-11-22
33,912,2015-01-12
46,510,2015-06-08
45,541,2015-06-22
35,852,2015-11-27
51,356,2015-11-21
40,697,2014-09-08
53,294,2014-07-29
33,914,2014-06-04
52,326,2015-06-23
49,420,2015-08-13
36,824,2013-05-06
62,20,2004-04-01
43,609,2015-01-18
40,702,2014-02-23
32,950,2015-06-30
53,299,2011-05-03
39,734,2014-06-11
52,332,2015-06-10
60,84,2011-04-06
52,333,2015-10-23
50,396,2015-06-09
47,490,2010-12-23
45,553,2013-05-07
31,987,2007-03-19
47,492,2012-11-24
57,182,2015-11-15
47,493,2012-09-13
50,400,2015-05-14
61,60,2014-05-15
44,589,2013-06-12
31,993,2011-10-07
38,776,2011-02-13
52,342,2015-11-25
62,33,2013-08-03
39,747,2007-01-08
31,995,2014-08-31
42,654,2014-09-21
49,437,2013-06-06
55,252,2015-07-22
56,223,2015-06-05
59,131,2012-11-13
34,907,2015-07-31
59,133,2012-12-25
40,723,2015-10-10
49,444,2013-03-11
49,445,2013-09-28
39,757,2011-07-13
53,324,2015-02-11
35,884,2015-09-07
34,915,2014-05-25
36,853,2015-04-19
51,390,2015-10-01
52,359,2015-06-16
57,205,2009-08-23
51,391,2015-09-10
37,827,2015-08-24
38,796,2015-02-22
33,951,2015-02-13
58,177,2012-01-14
34,921,2014-02-06
36,859,2015-08-28
46,550,2015-03-17
46,551,2015-05-04
50,428,2015-12-30
39,769,2013-04-15
35,893,2012-06-11
47,522,2012-03-29
41,708,2015-04-20
55,275,2015-11-11
60,121,2014-10-02
54,307,2014-10-08
36,865,2014-09-13
37,834,2011-11-10
60,125,2007-02-21
35,900,2012-01-01
64,2,2015-05-29
56,251,2011-01-11
48,499,2013-07-25
49,468,2011-12-02
40,748,2015-03-22
36,873,2015-12-10
58,191,2015-03-19
40,750,2013-12-10
50,441,2015-04-17
37,845,2012-07-28
43,660,2015-10-26
39,785,2015-06-27
44,631,2010-09-03
64,11,2015-11-04
57,229,2008-11-03
50,446,2015-06-20
33,973,2011-09-22
40,757,2013-11-26
50,447,2015-05-13
51,417,2015-10-16
42,697,2012-04-27
59,171,2015-08-06
63,47,2014-01-22
53,358,2015-05-31
43,668,2015-05-26
55,296,2009-11-21
59,172,2014-11-08
43,669,2015-12-13
49,484,2015-04-24
33,980,2014-02-13
41,732,2014-02-27
58,206,2014-11-01
57,239,2011-07-03
61,115,2013-12-27
63,55,2014-11-09
36,893,2006-04-16
62,88,2015-05-07
43,677,2014-12-20
50,460,2015-05-06
50,461,2015-05-06
60,151,2015-12-25
34,960,2014-03-18
43,681,2014-10-26
40,775,2015-05-01
47,558,2015-06-22
60,155,2008-10-25
35,932,2009-05-17
50,467,2015-06-13
43,685,2015-11-26
45,623,2012-12-26
49,500,2015-05-01
54,345,2009-08-27
33,997,2014-08-11
38,843,2011-05-23
61,131,2015-02-19
53,379,2014-02-04
64,38,2015-09-18
45,628,2015-09-30
44,659,2015-09-25
50,474,2015-11-09
65,10,2015-04-30
52,413,2015-08-17
40,785,2015-09-09
41,754,2015-06-26
62,104,2013-07-14
34,972,2015-09-04
41,755,2014-10-27
57,260,2015-03-14
50,478,2015-05-23
48,540,2011-02-17
45,633,2013-08-31
40,788,2015-10-06
59,200,2012-02-15
64,45,2015-12-06
58,232,2013-02-28
59,201,2008-07-30
52,418,2015-11-07
37,883,2013-09-29
52,419,2015-11-28
41,760,2015-12-19
56,296,2011-03-25
62,111,2008-09-09
52,422,2015-08-08
55,329,2008-03-07
47,577,2010-02-08
38,856,2011-09-11
58,237,2014-02-18
55,330,2015-02-24
38,857,2015-04-22
34,982,2015-06-13
51,456,2015-06-25
44,674,2013-03-03
64,54,2015-09-20
52,428,2015-09-16
38,864,2011-08-26
48,554,2014-08-03
54,369,2013-09-09
41,772,2014-07-16
44,681,2015-10-28
61,154,2014-11-07
53,404,2013-04-03
53,405,2015-01-08
57,282,2013-12-25
55,344,2010-08-11
54,375,2011-10-22
37,902,2015-07-28
38,871,2015-05-29
65,35,2012-03-31
56,314,2015-04-02
41,780,2015-08-27
55,346,2006-07-31
45,656,2011-07-11
66,6,2013-06-17
39,843,2004-10-26
58,254,2011-02-26
63,100,2015-01-03
45,658,2012-10-18
40,813,2013-12-01
51,472,2015-09-01
60,193,2014-06-07
43,721,2015-06-04
51,473,2015-12-08
35,970,2004-11-17
38,877,2015-08-15
52,444,2015-09-28
59,227,2015-04-24
37,909,2009-01-06
56,321,2014-08-30
44,694,2014-04-21
47,601,2015-11-26
39,850,2012-04-28
37,912,2012-07-12
38,882,2015-04-22
44,697,2014-06-15
46,635,2014-06-26
53,418,2015-12-15
53,419,2011-05-12
62,141,2015-10-01
46,637,2015-06-03
42,761,2014-07-12
50,514,2015-06-21
44,701,2013-11-09
59,236,2014-06-18
48,578,2003-09-14
65,51,2015-11-08
62,145,2015-11-07
65,54,2014-09-10
59,240,2013-04-16
48,582,2008-11-07
41,799,2014-03-19
43,737,2015-05-30
57,304,2013-09-30
65,56,2015-09-04
61,180,2013-12-16
55,366,2013-06-18
59,242,2014-11-06
39,863,2015-08-21
42,771,2009-06-28
44,710,2015-09-28
55,369,2012-06-14
52,462,2015-06-09
40,835,2014-02-16
52,463,2015-10-23
58,277,2015-09-02
61,184,2014-04-14
39,867,2014-10-20
37,929,2013-05-15
40,837,2015-04-17
48,589,2013-06-27
42,776,2010-04-20
64,94,2015-12-27
